v1
v0.8.2
---------------------SYSTEM INFO---------------------
os,cpu,gpu,ram,kernel,driver,cpuscheduler
Steam Runtime 3 (sniper),Intel Core i5-10600K CPU @ 4.10GHz,AMD Radeon RX 9070 XT (RADV GFX1201),32148228,7.0.1-cachyos,,performance
--------------------FRAME METRICS--------------------
fps,frametime,cpu_load,cpu_power,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,swap_used,process_rss,cpu_mhz,elapsed
2782.83,0.359347,22.5732,0,0,69,0,350,0,0,0,12.5542,0.000278473,0,4499,145198308
99.9572,10.0043,22.5732,0,0,69,0,350,0,0,0,12.5542,0.000278473,0,4499,155203317
99.63,10.0371,22.5732,0,0,69,0,350,0,0,0,12.5542,0.000278473,0,4499,165241501
99.8415,10.0159,22.5732,0,0,69,0,350,0,0,0,12.5542,0.000278473,0,4499,175258569
100.122,9.98783,22.5732,0,0,69,0,350,0,0,0,12.5542,0.000278473,0,4499,185246987
99.8442,10.0156,22.5732,0,0,69,0,350,0,0,0,12.5542,0.000278473,0,4499,195262972
100.06,9.99405,22.5732,0,0,69,0,350,0,0,0,12.5542,0.000278473,0,4499,205258295
100.032,9.99675,22.5732,0,0,69,0,350,0,0,0,12.5542,0.000278473,0,4499,215255332
100.391,9.96103,22.5732,0,0,69,0,350,0,0,0,12.5542,0.000278473,0,4499,225216765
99.5085,10.0494,22.5732,0,0,69,0,350,0,0,0,12.5542,0.000278473,0,4499,235267217
100.418,9.95841,22.5732,0,0,69,0,350,0,0,0,12.5542,0.000278473,0,4499,245225535
99.8377,10.0163,22.5732,0,0,69,0,350,0,0,0,12.5542,0.000278473,0,4499,255242703
99.639,10.0362,22.5732,0,0,69,0,350,0,0,0,12.5542,0.000278473,0,4499,265279499
99.5848,10.0417,22.5732,0,0,69,0,350,0,0,0,12.5542,0.000278473,0,4499,275322631
100.273,9.97278,22.5732,0,0,69,0,350,0,0,0,12.5542,0.000278473,0,4499,285295938
