v1
v0.8.2
---------------------SYSTEM INFO---------------------
os,cpu,gpu,ram,kernel,driver,cpuscheduler
Steam Runtime 3 (sniper),Intel Core i5-10600K CPU @ 4.10GHz,AMD Radeon RX 9070 XT (RADV GFX1201),32148228,7.0.1-cachyos,,performance
--------------------FRAME METRICS--------------------
fps,frametime,cpu_load,cpu_power,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,swap_used,process_rss,cpu_mhz,elapsed
100.178,9.98223,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1653748404
99.9332,10.0067,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1663756657
99.9327,10.0067,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1673764029
99.7959,10.0205,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1683785446
100.651,9.93531,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1693720562
99.5832,10.0419,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1703763392
100.395,9.96068,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1713724033
99.454,10.0549,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1723780436
100.534,9.94691,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1733727157
99.6682,10.0333,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1743761604
100.161,9.98395,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1753746405
99.7832,10.0217,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1763769191
100.055,9.99453,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1773764114
99.9731,10.0027,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1783767680
100.328,9.96727,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1793734978
99.6457,10.0356,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1803772087
100.271,9.97301,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1813745464
99.7997,10.0201,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1823766210
100.377,9.96243,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1833729061
99.6171,10.0384,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1843768440
100.116,9.98839,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1853757517
99.8672,10.0133,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1863772061
100.277,9.9724,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1873744847
99.7066,10.0294,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1883775235
100.399,9.9603,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1893735770
99.58,10.0422,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1903779201
100.374,9.96275,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1913742455
99.6857,10.0315,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1923774752
100.466,9.95365,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1933728256
99.6143,10.0387,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1943768599
100.261,9.974,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1953742789
99.7283,10.0272,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1963771727
100.277,9.97233,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1973744090
99.7557,10.0245,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1983770017
100.374,9.96274,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1993732371
99.5719,10.043,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,2003776677
100.452,9.955,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,2013732814
